method,subject,n_test_epochs,test_acc,test_auc
PSD all channels,89,45,0.5333333333333333,0.5694444444444444
PSD all channels,90,45,0.6222222222222222,0.6541501976284585
PSD all channels,91,45,0.5777777777777777,0.616600790513834
PSD all channels,93,45,0.6,0.6739130434782609
PSD all channels,94,45,0.6222222222222222,0.6976284584980237
PSD all channels,95,45,0.5111111111111111,0.5197628458498025
PSD all channels,96,45,0.5333333333333333,0.4525691699604743
PSD all channels,97,45,0.6888888888888889,0.7687747035573124
PSD all channels,98,45,0.4888888888888889,0.5138339920948617
PSD all channels,99,45,0.5777777777777777,0.5158102766798419
PSD all channels,101,45,0.5111111111111111,0.47826086956521735
PSD all channels,102,45,0.5555555555555556,0.541501976284585
PSD all channels,103,45,0.6444444444444445,0.6363636363636364
PSD all channels,104,42,0.47619047619047616,0.5170068027210885
PSD all channels,105,45,0.4888888888888889,0.6482213438735178
PSD all channels,106,45,0.5333333333333333,0.5476190476190477
PSD all channels,107,45,0.6,0.5952380952380953
PSD all channels,108,45,0.5777777777777777,0.6818181818181818
PSD all channels,109,45,0.4888888888888889,0.5039525691699605
FBCSP 4-40Hz LOSO,1,45,0.5555555555555556,0.6620553359683794
FBCSP 4-40Hz LOSO,2,45,0.8444444444444444,0.9644268774703557
FBCSP 4-40Hz LOSO,3,45,0.4444444444444444,0.4743083003952569
FBCSP 4-40Hz LOSO,4,45,0.6,0.841897233201581
FBCSP 4-40Hz LOSO,5,45,0.4666666666666667,0.501984126984127
FBCSP 4-40Hz LOSO,6,45,0.4888888888888889,0.46825396825396826
FBCSP 4-40Hz LOSO,7,45,0.8222222222222222,0.9683794466403163
FBCSP 4-40Hz LOSO,8,45,0.6222222222222222,0.6719367588932806
FBCSP 4-40Hz LOSO,9,45,0.5333333333333333,0.5992063492063493
FBCSP 4-40Hz LOSO,10,45,0.5111111111111111,0.5714285714285714
FBCSP 4-40Hz LOSO,11,45,0.5333333333333333,0.49604743083003955
FBCSP 4-40Hz LOSO,12,45,0.5111111111111111,0.7023809523809524
FBCSP 4-40Hz LOSO,13,45,0.5777777777777777,0.8142292490118577
FBCSP 4-40Hz LOSO,14,45,0.6666666666666666,0.7509881422924901
FBCSP 4-40Hz LOSO,15,45,0.5555555555555556,0.8280632411067194
FBCSP 4-40Hz LOSO,16,45,0.6,0.7015810276679841
FBCSP 4-40Hz LOSO,17,45,0.6,0.5138339920948616
FBCSP 4-40Hz LOSO,18,45,0.4444444444444444,0.4762845849802371
FBCSP 4-40Hz LOSO,19,45,0.6444444444444445,0.8557312252964427
FBCSP 4-40Hz LOSO,20,45,0.6222222222222222,0.6264822134387351
FBCSP 4-40Hz LOSO,21,45,0.5555555555555556,0.6349206349206349
FBCSP 4-40Hz LOSO,22,45,0.6,0.5434782608695652
FBCSP 4-40Hz LOSO,23,45,0.6888888888888889,0.7806324110671936
FBCSP 4-40Hz LOSO,24,45,0.5777777777777777,0.5612648221343873
FBCSP 4-40Hz LOSO,25,45,0.7111111111111111,0.8517786561264822
FBCSP 4-40Hz LOSO,26,45,0.6888888888888889,0.7698412698412699
FBCSP 4-40Hz LOSO,27,45,0.6,0.6146245059288538
FBCSP 4-40Hz LOSO,28,45,0.4444444444444444,0.4130434782608695
FBCSP 4-40Hz LOSO,29,45,0.8222222222222222,0.9940711462450593
FBCSP 4-40Hz LOSO,30,45,0.6222222222222222,0.6031746031746031
FBCSP 4-40Hz LOSO,31,45,0.8222222222222222,0.9130434782608695
FBCSP 4-40Hz LOSO,32,45,0.7333333333333333,0.9345238095238095
FBCSP 4-40Hz LOSO,33,45,0.6666666666666666,0.9347826086956521
FBCSP 4-40Hz LOSO,34,45,0.8222222222222222,0.9285714285714285
FBCSP 4-40Hz LOSO,35,45,0.6888888888888889,0.8122529644268774
FBCSP 4-40Hz LOSO,36,45,0.3111111111111111,0.2233201581027668
FBCSP 4-40Hz LOSO,37,45,0.5111111111111111,0.5671936758893281
FBCSP 4-40Hz LOSO,38,45,0.6222222222222222,0.5553359683794467
FBCSP 4-40Hz LOSO,39,45,0.4444444444444444,0.43280632411067194
FBCSP 4-40Hz LOSO,40,45,0.5111111111111111,0.6011904761904763
FBCSP 4-40Hz LOSO,41,45,0.6888888888888889,0.7380952380952381
FBCSP 4-40Hz LOSO,42,45,0.8666666666666667,0.9881422924901185
FBCSP 4-40Hz LOSO,43,45,0.7555555555555555,0.8952569169960476
FBCSP 4-40Hz LOSO,44,45,0.7777777777777778,0.8142292490118577
FBCSP 4-40Hz LOSO,45,45,0.6444444444444445,0.6877470355731227
FBCSP 4-40Hz LOSO,46,45,0.6444444444444445,0.816205533596838
FBCSP 4-40Hz LOSO,47,45,0.5333333333333333,0.5932539682539684
FBCSP 4-40Hz LOSO,48,45,0.7555555555555555,0.8774703557312252
FBCSP 4-40Hz LOSO,49,45,0.8222222222222222,0.8695652173913043
FBCSP 4-40Hz LOSO,50,45,0.6222222222222222,0.6778656126482214
FBCSP 4-40Hz LOSO,51,45,0.6,0.6944444444444444
FBCSP 4-40Hz LOSO,52,45,0.6666666666666666,0.8293650793650793
FBCSP 4-40Hz LOSO,53,45,0.5555555555555556,0.6996047430830039
FBCSP 4-40Hz LOSO,54,45,0.6888888888888889,0.8932806324110671
FBCSP 4-40Hz LOSO,55,45,0.7555555555555555,0.9782608695652174
FBCSP 4-40Hz LOSO,56,45,0.7111111111111111,0.790513833992095
FBCSP 4-40Hz LOSO,57,45,0.5333333333333333,0.5972222222222222
FBCSP 4-40Hz LOSO,58,45,0.5555555555555556,0.5813492063492063
FBCSP 4-40Hz LOSO,59,45,0.6,0.5218253968253967
FBCSP 4-40Hz LOSO,60,45,0.7777777777777778,0.8379446640316206
FBCSP 4-40Hz LOSO,61,45,0.6666666666666666,0.8972332015810277
FBCSP 4-40Hz LOSO,62,45,0.9333333333333333,0.9881422924901186
FBCSP 4-40Hz LOSO,63,45,0.5333333333333333,0.5790513833992095
FBCSP 4-40Hz LOSO,64,45,0.5333333333333333,0.5592885375494071
FBCSP 4-40Hz LOSO,65,45,0.7555555555555555,0.8849206349206349
FBCSP 4-40Hz LOSO,66,45,0.4,0.45256916996047425
FBCSP 4-40Hz LOSO,67,45,0.4666666666666667,0.575098814229249
FBCSP 4-40Hz LOSO,68,45,0.5333333333333333,0.6660079051383399
FBCSP 4-40Hz LOSO,69,45,0.6,0.7956349206349207
FBCSP 4-40Hz LOSO,70,45,0.5777777777777777,0.8181818181818181
FBCSP 4-40Hz LOSO,71,45,0.7111111111111111,0.8853754940711462
FBCSP 4-40Hz LOSO,72,45,0.9333333333333333,0.9881422924901185
FBCSP 4-40Hz LOSO,73,45,0.7111111111111111,0.7944664031620553
FBCSP 4-40Hz LOSO,74,45,0.6,0.5853174603174603
FBCSP 4-40Hz LOSO,75,45,0.7555555555555555,0.8359683794466404
FBCSP 4-40Hz LOSO,76,45,0.5333333333333333,0.6699604743083004
FBCSP 4-40Hz LOSO,77,45,0.5333333333333333,0.6408730158730159
FBCSP 4-40Hz LOSO,78,45,0.5777777777777777,0.6600790513833993
FBCSP 4-40Hz LOSO,79,45,0.5555555555555556,0.6363636363636364
FBCSP 4-40Hz LOSO,80,45,0.5777777777777777,0.683794466403162
FBCSP 4-40Hz LOSO,81,45,0.4888888888888889,0.758893280632411
FBCSP 4-40Hz LOSO,82,45,0.5111111111111111,0.7608695652173914
FBCSP 4-40Hz LOSO,83,45,0.5777777777777777,0.6462450592885375
FBCSP 4-40Hz LOSO,84,45,0.6,0.7371541501976284
FBCSP 4-40Hz LOSO,85,45,0.8888888888888888,0.958498023715415
FBCSP 4-40Hz LOSO,86,45,0.5333333333333333,0.7707509881422926
FBCSP 4-40Hz LOSO,87,45,0.5111111111111111,0.5375494071146245
FBCSP 4-40Hz LOSO,89,45,0.5333333333333333,0.5813492063492063
FBCSP 4-40Hz LOSO,90,45,0.5777777777777777,0.6027667984189724
FBCSP 4-40Hz LOSO,91,45,0.6222222222222222,0.6996047430830039
FBCSP 4-40Hz LOSO,93,45,0.8,0.8458498023715415
FBCSP 4-40Hz LOSO,94,45,0.6888888888888889,0.9525691699604742
FBCSP 4-40Hz LOSO,95,45,0.5111111111111111,0.6047430830039526
FBCSP 4-40Hz LOSO,96,45,0.6222222222222222,0.6225296442687747
FBCSP 4-40Hz LOSO,97,45,0.4888888888888889,0.7154150197628458
FBCSP 4-40Hz LOSO,98,45,0.5333333333333333,0.5770750988142292
FBCSP 4-40Hz LOSO,99,45,0.5555555555555556,0.5652173913043478
FBCSP 4-40Hz LOSO,101,45,0.5111111111111111,0.616600790513834
FBCSP 4-40Hz LOSO,102,45,0.7111111111111111,0.733201581027668
FBCSP 4-40Hz LOSO,103,45,0.6666666666666666,0.7391304347826088
FBCSP 4-40Hz LOSO,104,42,0.5,0.5102040816326531
FBCSP 4-40Hz LOSO,105,45,0.5777777777777777,0.5671936758893281
FBCSP 4-40Hz LOSO,106,45,0.6444444444444445,0.6845238095238095
FBCSP 4-40Hz LOSO,107,45,0.4888888888888889,0.5813492063492063
FBCSP 4-40Hz LOSO,108,45,0.7777777777777778,0.8438735177865613
FBCSP 4-40Hz LOSO,109,45,0.4888888888888889,0.5039525691699606
